left		00:00:00.000	0.0	00:00:13.540	13.54	00:00:13.540	13.54	o
left		00:01:11.659	71.659	00:01:13.587	73.587	00:00:01.928	1.928	ds
left		00:01:16.135	76.135	00:01:17.662	77.662	00:00:01.527	1.527	ds
left		00:02:07.922	127.922	00:02:08.622	128.622	00:00:00.700	0.7	p
left		00:02:14.521	134.521	00:02:15.875	135.875	00:00:01.354	1.354	ds
left		00:02:16.148	136.148	00:02:17.866	137.866	00:00:01.718	1.718	ds
left		00:03:20.776	200.776	00:03:22.094	202.094	00:00:01.318	1.318	p
left		00:03:23.457	203.457	00:03:25.703	205.703	00:00:02.246	2.246	p
left		00:03:41.311	221.311	00:03:43.738	223.738	00:00:02.427	2.427	ds
left		00:03:48.894	228.894	00:03:51.412	231.412	00:00:02.518	2.518	ds
left		00:04:10.697	250.697	00:04:12.830	252.83	00:00:02.133	2.133	p
left		00:04:49.879	289.879	00:04:51.210	291.21	00:00:01.331	1.331	ds
left		00:04:52.090	292.09	00:04:52.654	292.654	00:00:00.564	0.564	ds
left		00:05:55.185	355.185	00:05:55.912	355.912	00:00:00.727	0.727	ds
left		00:06:23.318	383.318	00:06:24.112	384.112	00:00:00.794	0.794	p
left		00:06:42.333	402.333	00:06:43.463	403.463	00:00:01.130	1.13	ds
left		00:07:07.046	427.046	00:07:08.317	428.317	00:00:01.271	1.271	ds
left		00:07:45.244	465.244	00:07:47.056	467.056	00:00:01.812	1.812	do
left		00:07:47.804	467.804	00:07:49.357	469.357	00:00:01.553	1.553	do
left		00:07:51.850	471.85	00:07:53.386	473.386	00:00:01.536	1.536	d
left		00:08:43.671	523.671	00:08:46.076	526.076	00:00:02.405	2.405	ds
left		00:09:00.024	540.024	00:09:01.477	541.477	00:00:01.453	1.453	dg
left		00:09:02.972	542.972	00:09:03.903	543.903	00:00:00.931	0.931	ds
left		00:09:06.939	546.939	00:09:09.960	549.96	00:00:03.021	3.021	dg
left		00:09:21.018	561.018	00:09:22.918	562.918	00:00:01.900	1.9	do
left		00:09:26.975	566.975	00:09:27.889	567.889	00:00:00.914	0.914	ds
left		00:09:47.857	587.857	00:09:49.684	589.684	00:00:01.827	1.827	p
left		00:09:50.241	590.241	00:09:51.787	591.787	00:00:01.546	1.546	p
left		00:11:04.003	664.003	00:11:05.390	665.39	00:00:01.387	1.387	p
left		00:11:44.713	704.713	00:11:45.186	705.186	00:00:00.473	0.473	p
right		00:00:00.000	0.0	00:00:13.540	13.54	00:00:13.540	13.54	o
right		00:01:12.136	72.136	00:01:13.482	73.482	00:00:01.346	1.346	do
right		00:01:50.433	110.433	00:01:50.951	110.951	00:00:00.518	0.518	p
right		00:01:54.017	114.017	00:01:54.753	114.753	00:00:00.736	0.736	p
right		00:01:56.247	116.247	00:01:57.547	117.547	00:00:01.300	1.3	p
right		00:02:04.279	124.279	00:02:04.760	124.76	00:00:00.481	0.481	p
right		00:02:12.074	132.074	00:02:14.047	134.047	00:00:01.973	1.973	do
right		00:02:56.294	176.294	00:02:57.248	177.248	00:00:00.954	0.954	p
right		00:03:05.837	185.837	00:03:07.228	187.228	00:00:01.391	1.391	p
right		00:03:12.847	192.847	00:03:14.511	194.511	00:00:01.664	1.664	p
right		00:03:14.574	194.574	00:03:15.892	195.892	00:00:01.318	1.318	p
right		00:03:19.600	199.6	00:03:21.980	201.98	00:00:02.380	2.38	p
right		00:03:24.930	204.93	00:03:26.075	206.075	00:00:01.145	1.145	p
right		00:03:35.340	215.34	00:03:37.460	217.46	00:00:02.120	2.12	p
right		00:03:40.866	220.866	00:03:41.730	221.73	00:00:00.864	0.864	p
right		00:03:41.802	221.802	00:03:42.448	222.448	00:00:00.646	0.646	dr
right		00:03:42.466	222.466	00:03:43.757	223.757	00:00:01.291	1.291	do
right		00:04:16.562	256.562	00:04:17.596	257.596	00:00:01.034	1.034	p
