left		00:00:00.000	0.0	00:00:13.740	13.74	00:00:13.740	13.74	o
left		00:01:31.399	91.399	00:01:32.256	92.256	00:00:00.857	0.857	ds
left		00:01:32.928	92.928	00:01:34.799	94.799	00:00:01.871	1.871	p
left		00:01:45.742	105.742	00:01:46.600	106.6	00:00:00.858	0.858	p
left		00:01:48.013	108.013	00:01:49.013	109.013	00:00:01.000	1.0	ds
left		00:01:55.157	115.157	00:01:56.142	116.142	00:00:00.985	0.985	p
left		00:02:08.642	128.642	00:02:10.570	130.57	00:00:01.928	1.928	d
left		00:02:20.742	140.742	00:02:21.542	141.542	00:00:00.800	0.8	ds
left		00:02:21.571	141.571	00:02:23.800	143.8	00:00:02.229	2.229	p
left		00:02:45.770	165.77	00:02:47.084	167.084	00:00:01.314	1.314	p
left		00:03:06.899	186.899	00:03:07.828	187.828	00:00:00.929	0.929	ds
left		00:03:19.213	199.213	00:03:21.385	201.385	00:00:02.172	2.172	p
left		00:03:45.227	225.227	00:03:47.884	227.884	00:00:02.657	2.657	ds
left		00:03:51.099	231.099	00:03:51.699	231.699	00:00:00.600	0.6	ds
left		00:03:51.699	231.699	00:03:52.399	232.399	00:00:00.700	0.7	p
left		00:04:22.699	262.699	00:04:24.742	264.742	00:00:02.043	2.043	ds
left		00:04:31.042	271.042	00:04:32.227	272.227	00:00:01.185	1.185	p
left		00:04:33.670	273.67	00:04:34.456	274.456	00:00:00.786	0.786	dg
left		00:04:50.571	290.571	00:04:52.028	292.028	00:00:01.457	1.457	p
left		00:05:01.970	301.97	00:05:04.128	304.128	00:00:02.158	2.158	dg
left		00:05:19.071	319.071	00:05:20.214	320.214	00:00:01.143	1.143	ds
left		00:05:22.014	322.014	00:05:23.614	323.614	00:00:01.600	1.6	ds
left		00:05:34.500	334.5	00:05:36.471	336.471	00:00:01.971	1.971	ds
left		00:05:37.599	337.599	00:05:39.114	339.114	00:00:01.515	1.515	ds
left		00:05:42.285	342.285	00:05:45.499	345.499	00:00:03.214	3.214	ds
left		00:05:50.070	350.07	00:05:51.913	351.913	00:00:01.843	1.843	ds
left		00:05:53.271	353.271	00:05:55.228	355.228	00:00:01.957	1.957	ds
left		00:06:04.371	364.371	00:06:06.385	366.385	00:00:02.014	2.014	dg
left		00:06:16.770	376.77	00:06:19.628	379.628	00:00:02.858	2.858	dg
left		00:06:22.571	382.571	00:06:23.928	383.928	00:00:01.357	1.357	dg
left		00:06:25.342	385.342	00:06:26.742	386.742	00:00:01.400	1.4	ds
left		00:06:27.028	387.028	00:06:28.328	388.328	00:00:01.300	1.3	ds
left		00:06:28.684	388.684	00:06:30.170	390.17	00:00:01.486	1.486	ds
left		00:06:30.556	390.556	00:06:31.728	391.728	00:00:01.172	1.172	dg
left		00:06:42.027	402.027	00:06:43.471	403.471	00:00:01.444	1.444	ds
left		00:06:43.471	403.471	00:06:44.599	404.599	00:00:01.128	1.128	ds
left		00:06:46.899	406.899	00:06:49.399	409.399	00:00:02.500	2.5	dg
left		00:06:54.400	414.4	00:06:55.771	415.771	00:00:01.371	1.371	ds
left		00:07:00.499	420.499	00:07:01.542	421.542	00:00:01.043	1.043	ds
left		00:07:48.385	468.385	00:07:50.313	470.313	00:00:01.928	1.928	do
left		00:07:52.327	472.327	00:07:53.999	473.999	00:00:01.672	1.672	do
left		00:07:58.999	478.999	00:07:59.785	479.785	00:00:00.786	0.786	p
left		00:08:23.656	503.656	00:08:25.527	505.527	00:00:01.871	1.871	dg
left		00:09:01.487	541.487	00:09:03.300	543.3	00:00:01.813	1.813	ds
left		00:09:21.824	561.824	00:09:24.499	564.499	00:00:02.675	2.675	ds
left		00:10:44.350	644.35	00:10:45.475	645.475	00:00:01.125	1.125	do
left		00:11:03.125	663.125	00:11:04.987	664.987	00:00:01.862	1.862	ds
left		00:11:28.650	688.65	00:11:30.250	690.25	00:00:01.600	1.6	ds
left		00:11:54.824	714.824	00:11:56.174	716.174	00:00:01.350	1.35	p
left		00:11:56.400	716.4	00:11:57.512	717.512	00:00:01.112	1.112	p
left		00:12:00.950	720.95	00:12:03.850	723.85	00:00:02.900	2.9	p
right		00:00:00.000	0.0	00:00:13.740	13.74	00:00:13.740	13.74	o
right		00:01:25.940	85.94	00:01:27.040	87.04	00:00:01.100	1.1	p
right		00:01:43.942	103.942	00:01:44.885	104.885	00:00:00.943	0.943	p
right		00:01:44.956	104.956	00:01:46.542	106.542	00:00:01.586	1.586	p
right		00:01:46.885	106.885	00:01:48.756	108.756	00:00:01.871	1.871	do
right		00:02:21.113	141.113	00:02:23.342	143.342	00:00:02.229	2.229	do
right		00:02:24.313	144.313	00:02:25.156	145.156	00:00:00.843	0.843	p
right		00:02:30.356	150.356	00:02:31.428	151.428	00:00:01.072	1.072	p
right		00:02:36.980	156.98	00:02:37.580	157.58	00:00:00.600	0.6	p
right		00:02:44.014	164.014	00:02:45.771	165.771	00:00:01.757	1.757	p
right		00:02:48.400	168.4	00:02:49.080	169.08	00:00:00.680	0.68	p
right		00:03:04.460	184.46	00:03:05.140	185.14	00:00:00.680	0.68	p
right		00:03:05.620	185.62	00:03:06.580	186.58	00:00:00.960	0.96	p
right		00:03:08.240	188.24	00:03:08.960	188.96	00:00:00.720	0.72	p
right		00:03:09.800	189.8	00:03:11.900	191.9	00:00:02.100	2.1	do
