left		00:00:00.040	0.04	00:00:09.940	9.94	00:00:09.900	9.9	o
left		00:01:05.305	65.305	00:01:05.805	65.805	00:00:00.500	0.5	ds
left		00:01:07.140	67.14	00:01:07.980	67.98	00:00:00.840	0.84	ds
left		00:01:08.035	68.035	00:01:08.745	68.745	00:00:00.710	0.71	ds
left		00:02:01.490	121.49	00:02:02.630	122.63	00:00:01.140	1.14	p
left		00:02:04.895	124.895	00:02:05.475	125.475	00:00:00.580	0.58	p
left		00:02:22.060	142.06	00:02:22.790	142.79	00:00:00.730	0.73	p
left		00:02:37.740	157.74	00:02:38.270	158.27	00:00:00.530	0.53	do
left		00:02:47.580	167.58	00:02:48.290	168.29	00:00:00.710	0.71	p
left		00:02:55.290	175.29	00:02:56.320	176.32	00:00:01.030	1.03	p
left		00:03:02.945	182.945	00:03:03.845	183.845	00:00:00.900	0.9	p
left		00:03:32.770	212.77	00:03:33.510	213.51	00:00:00.740	0.74	p
left		00:03:39.705	219.705	00:03:40.535	220.535	00:00:00.830	0.83	d
left		00:04:20.550	260.55	00:04:21.410	261.41	00:00:00.860	0.86	p
left		00:04:25.200	265.2	00:04:31.160	271.16	00:00:05.960	5.96	o
right		00:00:00.040	0.04	00:00:09.940	9.94	00:00:09.900	9.9	o
right		00:00:53.140	53.14	00:00:53.900	53.9	00:00:00.760	0.76	p
right		00:01:05.830	65.83	00:01:07.990	67.99	00:00:02.160	2.16	do
right		00:01:40.510	100.51	00:01:41.720	101.72	00:00:01.210	1.21	p
right		00:02:02.640	122.64	00:02:05.480	125.48	00:00:02.840	2.84	p
right		00:02:37.590	157.59	00:02:39.380	159.38	00:00:01.790	1.79	ds
right		00:02:47.870	167.87	00:02:48.320	168.32	00:00:00.450	0.45	p
right		00:02:55.840	175.84	00:02:56.880	176.88	00:00:01.040	1.04	p
right		00:02:58.840	178.84	00:02:59.600	179.6	00:00:00.760	0.76	p
right		00:03:02.080	182.08	00:03:03.200	183.2	00:00:01.120	1.12	p
right		00:03:37.600	217.6	00:03:39.420	219.42	00:00:01.820	1.82	d
right		00:04:01.860	241.86	00:04:02.460	242.46	00:00:00.600	0.6	p
right		00:04:25.200	265.2	00:04:31.160	271.16	00:00:05.960	5.96	o
