left		00:00:00.000	0.0	00:00:17.425	17.425	00:00:17.425	17.425	o
left		00:01:29.399	89.399	00:01:31.546	91.546	00:00:02.147	2.147	ds
left		00:01:44.905	104.905	00:01:45.825	105.825	00:00:00.920	0.92	p
left		00:01:49.058	109.058	00:01:50.044	110.044	00:00:00.986	0.986	p
left		00:01:56.333	116.333	00:01:57.720	117.72	00:00:01.387	1.387	dr
left		00:01:58.386	118.386	00:01:58.853	118.853	00:00:00.467	0.467	ds
left		00:02:22.813	142.813	00:02:23.293	143.293	00:00:00.480	0.48	ds
left		00:02:28.886	148.886	00:02:31.033	151.033	00:00:02.147	2.147	ds
left		00:02:55.849	175.849	00:02:56.436	176.436	00:00:00.587	0.587	p
left		00:03:20.313	200.313	00:03:21.873	201.873	00:00:01.560	1.56	dg
left		00:03:51.012	231.012	00:03:51.652	231.652	00:00:00.640	0.64	p
left		00:04:09.226	249.226	00:04:09.839	249.839	00:00:00.613	0.613	p
left		00:04:20.926	260.926	00:04:22.779	262.779	00:00:01.853	1.853	ds
left		00:04:42.278	282.278	00:04:44.571	284.571	00:00:02.293	2.293	ds
left		00:05:17.779	317.779	00:05:18.366	318.366	00:00:00.587	0.587	ds
left		00:05:33.344	333.344	00:05:34.158	334.158	00:00:00.814	0.814	ds
left		00:05:35.759	335.759	00:05:36.826	336.826	00:00:01.067	1.067	ds
left		00:06:06.311	366.311	00:06:07.751	367.751	00:00:01.440	1.44	dr
left		00:06:13.284	373.284	00:06:15.844	375.844	00:00:02.560	2.56	do
left		00:06:38.632	398.632	00:06:41.539	401.539	00:00:02.907	2.907	ds
left		00:06:41.785	401.785	00:06:42.158	402.158	00:00:00.373	0.373	ds
left		00:07:01.211	421.211	00:07:01.838	421.838	00:00:00.627	0.627	ds
left		00:07:14.224	434.224	00:07:14.557	434.557	00:00:00.333	0.333	p
left		00:08:04.930	484.93	00:08:05.344	485.344	00:00:00.414	0.414	p
left		00:08:12.937	492.937	00:08:13.283	493.283	00:00:00.346	0.346	dr
